"Refid","User","Level","Author(s)","Title ","Year","Domain","Domain_comment","","","Outcome","Outcome_comment","Biological measures","Did at least 1 group use CGM for glucose measurement?  ","Risk","Behaviors","Collection","Frequency of feedback","Communication","Theories ","Was the behavior change theory used to guide the study design? "
18442,"Kelli.Richardson,Michelle.Jospe",3,"Powers, B. J., Danus, S., Grubber, J. M., Olsen, M. K., Oddone, E. Z., Bosworth, H. B.","The effectiveness of personalized coronary heart disease and stroke risk communication",2011,CVD,,,,"Behavior change",,"Blood pressure,ECG,Glucose,Lipids",,Yes,"Diet,Medication/treatment use or adherence,Physical activity,Smoking cessation/reduction",Other,Once,Real-time,"None explicitly stated",
18549,"Kelli.Richardson,Michelle.Jospe",3,"Prokhorov, A. V., Yost, T., Mullin-Jones, M., de Moor, C., Ford, K. H., Marani, S., Kilfoy, B. A., Hein, J. P., Hudmon, K. S., Emmons, K. M.","""Look at your health"": outcomes associated with a computer-assisted smoking cessation counseling intervention for community college students",2008,"Substance use",,,,"Substance use cessation/reduction",,"Carbon monoxide,Pulmonary function",,"Mixed use (some were,  some weren't)","Smoking cessation/reduction",Other,Once,One-way/Real-time,"Health Belief Model,Transtheoretical Model","Yes, study design guided by theory"
18555,"Kelli.Richardson,Michelle.Jospe",3,"Proper, K. I., van der Beek, A. J., Hildebrandt, V. H., Twisk, J. W., van Mechelen, W.","Short term effect of feedback on fitness and health measurements on self reported appraisal of the stage of change",2003,"General health promotion",,,,"Behavior change",,"Blood pressure,Body composition/Body fat,Lipids,Pulmonary function,Other : VO2 max",,No,"Diet,Physical activity",Other,Once,Real-time,"Transtheoretical Model","Yes, study design guided by theory"
18656,"Kelli.Richardson,Michelle.Jospe",3,"Quinlivan, J. A., Lam, L. T., Fisher, J.","A randomised trial of a four-step multidisciplinary approach to the antenatal care of obese pregnant women",2011,Pregnancy/Postpartum,,,,"Glycemic control",,Weight/BMI,,No,"Diet,Stress management",Other,"More than once",Real-time,"None explicitly stated",
18658,"Kelli.Richardson,Michelle.Jospe",3,"Quinn, C. C., Clough, S. S., Minor, J. M., Lender, D., Okafor, M. C., Gruber-Baldini, A.","WellDoc mobile diabetes management randomized controlled trial: change in clinical and behavioral outcomes and patient and physician satisfaction",2008,Diabetes,,,"Type 2 diabetes","Glycemic control",,Glucose,,No,Diet,Self-measurement,"More than once","Device,Device/One-way","None explicitly stated",
18661,"Kelli.Richardson,Michelle.Jospe",3,"Quinn, C. C., Shardell, M. D., Terrin, M. L., Barr, E. A., Ballew, S. H., Gruber-Baldini, A. L.","Cluster-randomized trial of a mobile phone personalized behavioral intervention for blood glucose control",2011,Diabetes,,,"Type 2 diabetes","Glycemic control",,Glucose,,No,"None explicitly stated",Self-measurement,"More than once",Device/One-way,"None explicitly stated",
18823,"Kelli.Richardson,Michelle.Jospe",3,"Rand, C. S., Stitzer, M. L., Bigelow, G. E., Mead, A. M.","The effects of contingent payment and frequent workplace monitoring on smoking abstinence",1989,"Substance use",,,,"Substance use cessation/reduction",,"Carbon monoxide",,No,"Smoking cessation/reduction",Other,"More than once",Real-time,"None explicitly stated",
18858,"Kelli.Richardson,Michelle.Jospe",3,"Rash, C. J., Petry, N. M., Alessi, S. M.","A randomized trial of contingency management for smoking cessation in the homeless",2018,"Substance use",,,,"Substance use cessation/reduction",,"Carbon monoxide",,No,"Smoking cessation/reduction",Other,"More than once",Real-time,"None explicitly stated",
18866,"Kelli.Richardson,Michelle.Jospe",3,"Rasjo Wraak, G., Tornkvist, L., Hasselstrom, J., Wandell, P. E., Josefsson, K.","Nurse-led empowerment strategies for patients with hypertension: a questionnaire survey",2015,CVD,,,,"Blood pressure management",,"Blood pressure",,No,"None explicitly stated",Other,"More than once",One-way,"Transtheoretical Model","No, theory acknowledged in discussion"
18885,"Kelli.Richardson,Michelle.Jospe",3,"Rat, C., Quereux, G., Riviere, C., Clouet, S., Senand, R., Volteau, C., Dreno, B., Nguyen, J. M.","Targeted melanoma prevention intervention: a cluster randomized controlled trial",2014,Cancer,,"At risk",,"UV exposure management",,"Carcinomas,Skin damage",,No,"Sun protection",Other,Once,Real-time,"Theory of Planned Behavior","Yes, study design guided by theory"
18910,"Kelli.Richardson,Michelle.Jospe",3,"Rauh, K., Gabriel, E., Kerschbaum, E., Schuster, T., von Kries, R., Amann-Gassner, U., Hauner, H.","Safety and efficacy of a lifestyle intervention for pregnant women to prevent excessive maternal weight gain: a cluster-randomized controlled trial",2013,Pregnancy/Postpartum,,,,"Weight management ",,Weight/BMI,,No,"Diet,Physical activity",Self-measurement,"More than once",Device,"None explicitly stated",
18997,"Kelli.Richardson,Michelle.Jospe",3,"Redfern, J., Coorey, G., Mulley, J., Scaria, A., Neubeck, L., Hafiz, N., Pitt, C., Weir, K., Forbes, J., Parker, S., Bampi, F., Coenen, A., Enright, G., Wong, A., Nguyen, T., Harris, M., Zwar, N., Chow, C. K., Rodgers, A., Heeley, E., Panaretto, K., Lau, A., Hayman, N., Usherwood, T., Peiris, D.","A digital health intervention for cardiovascular disease management in primary care (CONNECT) randomized controlled trial",2020,CVD,,,,"Behavior change",,"Blood pressure,HbA1c,Lipids,Weight/BMI",,"Mixed use (some were,  some weren't)","Diet,Medication/treatment use or adherence,Physical activity,Smoking cessation/reduction,Stress management",Other,Once,One-way/Real-time,"Other : Non-adoption, Abandonment, Scale-up, Spread and Sustainability (NASS) framework","Yes, study design guided by theory"
19004,"Kelli.Richardson,Michelle.Jospe",3,"Redman, L. M., Gilmore, L. A., Breaux, J., Thomas, D. M., Elkind-Hirsch, K., Stewart, T., Hsia, D. S., Burton, J., Apolzan, J. W., Cain, L. E., Altazan, A. D., Ragusa, S., Brady, H., Davis, A., Tilford, J. M., Sutton, E. F., Martin, C. K.","Effectiveness of SmartMoms, a Novel eHealth Intervention for Management of Gestational Weight Gain: Randomized Controlled Pilot Trial",2017,Pregnancy/Postpartum,,,,"Weight management ",,Weight/BMI,,No,"Diet,Physical activity",Self-measurement,"More than once",Device/One-way,"None explicitly stated",
19024,"Kelli.Richardson,Michelle.Jospe",3,"Rees, G., Lamoureux, E. L., Nicolaou, T. E., Hodgson, L. A., Weinman, J., Speight, J.","Feedback of personal retinal images appears to have a motivational impact in people with non-proliferative diabetic retinopathy and suboptimal HbA1c: findings of a pilot study",2013,Diabetes,,,"Type 2 diabetes","Glycemic control",,"Retinopathy severity",,No,"Diet,Physical activity",Other,Once,Real-time,"Other : protection motivation theory","No, theory acknowledged in discussion"
19074,"Kelli.Richardson,Michelle.Jospe",3,"Reid, R. D., McDonnell, L. A., Riley, D. L., Mark, A. E., Mosca, L., Beaton, L., Papadakis, S., Blanchard, C. M., Mochari-Greenberger, H., O'Farrell, P., Wells, G. A., Slovinec D'Angelo, M. E., Pipe, A. L.","Effect of an intervention to improve the cardiovascular health of family members of patients with coronary artery disease: a randomized trial",2014,CVD,,,,"Lipid management",,"Blood pressure,Glucose,Lipids,Weight/BMI",,"Mixed use (some were,  some weren't)","Diet,Physical activity,Smoking cessation/reduction",Other,"More than once",Real-time,"None explicitly stated",
19166,"Kelli.Richardson,Michelle.Jospe",3,"Reynolds, K. D., Gillum, J. L., Hyman, D. J., Byers, T., Moore, S. A., Paradis, G., Flora, J. A., Lazarus, K.","Comparing two strategies to modify dietary behavior and serum cholesterol",1997,"General health promotion",,,,"Lipid management",,Lipids,,No,Diet,Other,Once,One-way,"None explicitly stated",
19220,"Kelli.Richardson,Michelle.Jospe",3,"Richard, E., Moll van Charante, E. P., Hoevenaar-Blom, M. P., Coley, N., Barbera, M., van der Groep, A., Meiller, Y., Mangialasche, F., Beishuizen, C. B., Jongstra, S., van Middelaar, T., Van Wanrooij, L. L., Ngandu, T., Guillemont, J., Andrieu, S., Brayne, C., Kivipelto, M., Soininen, H., Van Gool, W. A.","Healthy ageing through internet counselling in the elderly (HATICE): a multinational, randomised controlled trial",2019,CVD,,,,Other,"CVD risk","Blood pressure,Weight/BMI",,No,"Diet,Physical activity,Smoking cessation/reduction",Self-measurement,"More than once",Device/One-way/Real-time,"Social Cognitive Theory,Transtheoretical Model","Yes, study design guided by theory"
19259,"Kelli.Richardson,Michelle.Jospe",3,"Ridner, S. H., Shih, Y. C., Doersam, J. K., Rhoten, B. A., Schultze, B. S., Dietrich, M. S.","A pilot randomized trial evaluating lymphedema self-measurement with bioelectrical impedance, self-care adherence, and health outcomes",2014,Cancer,,Survivors,,"Behavior change",,"Other : Bioelectric Impedance Spectroscopy",,No,"Medication/treatment use or adherence,Other : garment use, skin care, and manual lymphatic drainage",Self-measurement,"More than once",Device,"Self-regulation theory","Yes, study design guided by theory"
19266,"Kelli.Richardson,Michelle.Jospe",3,"Rief, W., Conradt, M., Dierk, J. M., Rauh, E., Schlumberger, P., Hinney, A., Hebebrand, J.","Is information on genetic determinants of obesity helpful or harmful for obese people?--A randomized clinical trial",2007,Overweight/Obesity,,,,"Weight management ",,Genetics,,No,"Diet,Physical activity",Other,Once,Real-time,"None explicitly stated",
19311,"Kelli.Richardson,Michelle.Jospe",3,"Rinfret, S., Lussier, M. T., Peirce, A., Duhamel, F., Cossette, S., Lalonde, L., Tremblay, C., Guertin, M. C., LeLorier, J., Turgeon, J., Hamet, P., Investigators, Loyal Study","The impact of a multidisciplinary information technology-supported program on blood pressure control in primary care",2009,CVD,,,,"Blood pressure management",,"Blood pressure",,No,"Medication/treatment use or adherence",Self-measurement,"More than once",Device,"None explicitly stated",
19313,"Kelli.Richardson,Michelle.Jospe",3,"Ring-Dimitriou, S., von Duvillard, S. P., Stadlmann, M., Kinnunen, H., Drachta, O., Muller, E., Laukkanen, R., Hamra, J., Weeks, S., Peak, K.","Changes in physical fitness in moderately fit adults with and without the use of exercise telemetry monitors",2008,"General health promotion",,,,"Physical ability improvement",,"Heart rate",,No,"Physical activity",Self-measurement,"More than once",Device,"None explicitly stated",
19332,"Kelli.Richardson,Michelle.Jospe",3,"Risser, N. L., Belcher, D. W.","Adding spirometry, carbon monoxide, and pulmonary symptom results to smoking cessation counseling: a randomized trial",1990,"Substance use",,,,"Substance use cessation/reduction",,"Carbon monoxide,Pulmonary function",,No,"Smoking cessation/reduction",Other,Once,Real-time,"None explicitly stated",
19397,"Kelli.Richardson,Michelle.Jospe",3,"Robertson, I., Phillips, A., Mant, D., Thorogood, M., Fowler, G., Fuller, A., Yudkin, P., Woods, M.","Motivational effect of cholesterol measurement in general practice health checks",1992,"General health promotion",,,,"Behavior change",,Lipids,,No,"Diet,Physical activity,Smoking cessation/reduction",Other,Once,Real-time,"None explicitly stated",
19433,"Kelli.Richardson,Michelle.Jospe",3,"Roblin, D. W., Zelman, D., Plummer, S., Robinson, B. E., Lou, Y., Edmonds, S. W., Wolinsky, F. D., Saag, K. G., Cram, P.","Evaluation of a ""Just-in-Time"" Nurse Consultation on Bone Health: A Pilot Randomized Controlled Trial",2017,Osteoporosis,,,,"Bone health promotion ",,"Bone mass/density",,"Mixed use (some were,  some weren't)","Diet,Medical screening uptake,Medication/treatment use or adherence,Physical activity,Smoking cessation/reduction",Other,Once,"One-way,Real-time","None explicitly stated",
19468,"Kelli.Richardson,Michelle.Jospe",3,"Rodondi, N., Collet, T. H., Nanchen, D., Locatelli, I., Depairon, M., Aujesky, D., Bovet, P., Cornuz, J.","Impact of carotid plaque screening on smoking cessation and other cardiovascular risk factors: a randomized controlled trial",2012,CVD,,,,"Substance use cessation/reduction",,"Atherosclerotic plaque/artery calcification",,No,"Smoking cessation/reduction",Other,Once,Real-time,"None explicitly stated",
19527,"Kelli.Richardson,Michelle.Jospe",3,"Roke, K.","Exploration of the perceived and actual benefits of omega-3 fatty acids and the impact of FADS1 and FADS2 genetic information on dietary intake and blood levels of EPA and DHA",2017,"General health promotion",,,,"Behavior change",,Genetics,,No,Diet,Other,Once,One-way,"Theory of Planned Behavior","No, theory acknowledged in discussion"
19544,"Kelli.Richardson,Michelle.Jospe",3,"Rolnick, S. J., Kopher, R., Jackson, J., Fischer, L. R., Compo, R.","What is the impact of osteoporosis education and bone mineral density testing for postmenopausal women in a managed care setting?",2001,Osteoporosis,,,,"Bone health promotion ",,"Bone mass/density",,No,"Diet,Medication/treatment use or adherence,Physical activity",Other,Once,Unclear,"None explicitly stated",
19573,"Kelli.Richardson,Michelle.Jospe",3,"Ronnberg, A. K., Ostlund, I., Fadl, H., Gottvall, T., Nilsson, K.","Intervention during pregnancy to reduce excessive gestational weight gain-a randomised controlled trial",2015,Pregnancy/Postpartum,,,,"Weight management ",,Weight/BMI,,No,"Diet,Physical activity",Other,"More than once",Real-time,"None explicitly stated",
19599,"Kelli.Richardson,Michelle.Jospe",3,"Rosal, M. C., Ockene, I. S., Restrepo, A., White, M. J., Borg, A., Olendzki, B., Scavron, J., Candib, L., Welch, G., Reed, G.","Randomized trial of a literacy-sensitive, culturally tailored diabetes self-management intervention for low-income latinos: latinos en control",2011,Diabetes,,,"Type 2 diabetes","Glycemic control",,Glucose,,No,"Diet,Physical activity",Self-measurement,"More than once",Device/Real-time,"Social Cognitive Theory","Yes, study design guided by theory"
19603,"Kelli.Richardson,Michelle.Jospe",3,"Rosario, M. B. D., Lovell, N. H., Fildes, J., Holgate, K., Yu, J., Ferry, C., Schreier, G., Ooi, S. Y., Redmond, S. J.","Evaluation of an mHealth-Based Adjunct to Outpatient Cardiac Rehabilitation",2018,CVD,,,,"Behavior change",,"Blood pressure,Weight/BMI",,No,"Physical activity",Self-measurement,"More than once",Device/One-way,"Health Belief Model","No, theory acknowledged in discussion"
19639,"Kelli.Richardson,Michelle.Jospe",3,"Rosenberg, S. D., Goldberg, R. W., Dixon, L. B., Wolford, G. L., Slade, E. P., Himelhoch, S., Gallucci, G., Potts, W., Tapscott, S., Welsh, C. J.","Assessing the STIRR model of best practices for blood-borne infections of clients with severe mental illness",2010,"Mental illness",,,,Other,"infectious disease prevention","Infectious disease test result",,No,"Alcohol use cessation/reduction,Drug use cessation/reduction,Medical screening uptake,Medication/treatment use or adherence,Risky sexual behavior cessation/reduction",Other,"More than once",Real-time,"None explicitly stated",
19670,"Kelli.Richardson,Michelle.Jospe",3,"Ross, K. M., Wing, R. R.","Impact of newer self-monitoring technology and brief phone-based intervention on weight loss: A randomized pilot study",2016,Overweight/Obesity,,,,"Weight management ",,Weight/BMI,,No,"Diet,Physical activity",Self-measurement,"More than once","Device,Device/One-way,Device/One-way/Real-time","None explicitly stated",
19736,"Kelli.Richardson,Michelle.Jospe",3,"Roux, C., Giraudeau, B., Rouanet, S., Dubourg, G., Perrodeau, E., Ravaud, P.","Monitoring of bone turnover markers does not improve persistence with ibandronate treatment",2012,Osteoporosis,,,,"Bone health promotion ",,"Bone mass/density",,No,"Diet,Medication/treatment use or adherence",Other,"More than once",Real-time,"None explicitly stated",
19737,"Kelli.Richardson,Michelle.Jospe",3,"Rouyard, T., Leal, J., Baskerville, R., Velardo, C., Salvi, D., Gray, A.","Nudging people with Type 2 diabetes towards better self-management through personalized risk communication: A pilot randomized controlled trial in primary care",2018,Diabetes,,,"Type 2 diabetes","Behavior change",,"Blood pressure,ECG,HbA1c,Heart rate,Kidney function,Lipids,Weight/BMI,Other : white blood cells, haemoglobin",,Yes,"Alcohol use cessation/reduction,Diet,Medication/treatment use or adherence,Physical activity,Smoking cessation/reduction",Other,Once,Real-time,"Other : Prospect theory","Yes, study design guided by theory"
